order.recorded,experiment,paper,application.date,measurement.date,dwe.Mg.ha.emp,dwe.Mg.ha.est,amendment.tilled.in,amendment.cat.agg,amendment.cat.det,amendment.CtoN.emp,amendment.CtoN.est,amendment.orgC.emp,amendment.orgC.est,amendment.totN.emp,amendment.totN.est,amendment.nh4.emp,amendment.nh4.est,amendment.no3.emp,amendment.no3.est,amendment.availP.emp,amendment.availP.est,amendment.totP.emp,amendment.totP.est,amendment.availK.emp,amendment.availK.est,amendment.totK.emp,amendment.totK.est,amendment.Fe.emp,amendment.Fe.est,amendment.Pb.emp,amendment.Pb.units,amendment.Pb.total,MAP.emp,MAP.est,MAT.emp,MAT.est,clim.class,site.soil.orgC,site.soil.totN,site.soil.availP,site.soil.availK,site.soil.pH,site.soil.perc.sand,site.soil.perc.silt,site.soil.perc.clay,site.soil.bulk.dens,site.plant.comm,vegetation.planted,amendment.in.planting.holes,grazed.or.cut,soil.sample.depth,soilC.con.mean,soilC.con.SD,soilC.con.letter,soilC.con.N,soilC.trt.mean,soilC.trt.SD,soilC.trt.letter,soilC.trt.N,soilC.trt.minus.con.paired.mean,soilC.trt.minus.con.paired.SD,soilC.trt.minus.con.paired.N,soilC.reported.comp.sig,soilC.comp.pval,soilC.LSD,soilC.analysis.Fval,soilC.analysis.pval,soilC.notes.analysis.LSD.F.p,soilC.units,soiltotN.con.mean,soiltotN.con.SD,soiltotN.con.letter,soiltotN.con.N,soiltotN.trt.mean,soiltotN.trt.SD,soiltotN.trt.letter,soiltotN.trt.N,soiltotN.trt.minus.con.paired.mean,soiltotN.trt.minus.con.paired.SD,soiltotN.trt.minus.con.paired.N,soiltotN.reported.comp.sig,soiltotN.comp.pval,soiltotN.LSD,soiltotN.analysis.Fval,soiltotN.analysis.pval,soiltotN.notes.analysis.LSD.F.p,soiltotN.units,soilNH4.con.mean,soilNH4.con.SD,soilNH4.con.letter,soilNH4.con.N,soilNH4.trt.mean,soilNH4.trt.SD,soilNH4.trt.letter,soilNH4.trt.N,soilNH4.comp.pval,soilNH4.LSD,soilNH4.analysis.Fval,soilNH4.analysis.pval,soilNH4.notes.analysis.LSD.F.p,soilNH4.units,soilNO3.con.mean,soilNO3.con.SD,soilNO3.con.letter,soilNO3.con.N,soilNO3.trt.mean,soilNO3.trt.SD,soilNO3.trt.letter,soilNO3.trt.N,soilNO3.comp.pval,soilNO3.LSD,soilNO3.analysis.Fval,soilNO3.analysis.pval,soilNO3.notes.analysis.LSD.F.p,soilNO3.units,soilP.con.mean,soilP.con.SD,soilP.con.letter,soilP.con.N,soilP.trt.mean,soilP.trt.SD,soilP.trt.letter,soilP.trt.N,soilP.comp.pval,soilP.LSD,soilP.analysis.Fval,soilP.analysis.pval,soilP.notes.analysis.LSD.F.p,soilP.units,soil_moisture.con.mean,soil_moisture.con.SD,soil_moisture.con.letter,soil_moisture.con.N,soil_moisture.trt.mean,soil_moisture.trt.SD,soil_moisture.trt.letter,soil_moisture.trt.N,soil_moisture.comp.pval,soil_moisture.LSD,soil_moisture.analysis.Fval,soil_moisture.analysis.pval,soil_moisture.notes.analysis.LSD.F.p,soil_moisture.units,soilPb.con.mean,soilPb.con.SD,soilPb.con.letter,soilPb.con.N,soilPb.trt.mean,soilPb.trt.SD,soilPb.trt.letter,soilPb.trt.N,soilPb.comp.pval,soilPb.LSD,soilPb.analysis.Fval,soilPb.analysis.pval,soilPb.notes.analysis.LSD.F.p,soilPb.units,extractable.or.total,labresp.con.mean,labresp.con.SD,labresp.con.letter,labresp.con.N,labresp.trt.mean,labresp.trt.SD,labresp.trt.letter,labresp.trt.N,labresp.comp.pval,labresp.LSD,labresp.analysis.Fval,labresp.analysis.pval,labresp.notes.analysis.LSD.F.p,labresp.units,MBC.con.mean,MBC.con.SD,MBC.con.letter,MBC.con.N,MBC.trt.mean,MBC.trt.SD,MBC.trt.letter,MBC.trt.N,MBC.comp.pval,MBC.LSD,MBC.analysis.Fval,MBC.analysis.pval,MBC.notes.analysis.LSD.F.p,MBC.units,biomass.or.abundance,ANPP.con.mean,ANPP.con.SD,ANPP.con.letter,ANPP.con.N,ANPP.trt.mean,ANPP.trt.SD,ANPP.trt.letter,ANPP.trt.N,ANPP.trt.minus.con.paired.mean,ANPP.trt.minus.con.paired.SD,ANPP.trt.minus.con.paired.N,ANPP.reported.comp.sig,ANPP.comp.pval,ANPP.LSD,ANPP.analysis.Fval,ANPP.analysis.pval,ANPP.notes.analysis.LSD.F.p,ANPP.units,mass.cover.or.growth,sprich.con.mean,sprich.con.SD,sprich.con.letter,sprich.con.N,sprich.trt.mean,sprich.trt.SD,sprich.trt.letter,sprich.trt.N,sprich.reported.comp.sig,sprich.comp.pval,sprich.LSD,sprich.analysis.Fval,sprich.analysis.pval,sprich.notes.analysis.LSD.F.p,sprich.units,speven.con.mean,speven.con.SD,speven.con.letter,speven.con.N,speven.trt.mean,speven.trt.SD,speven.trt.letter,speven.trt.N,speven.reported.comp.sig,speven.comp.pval,speven.analysis.Fval,speven.analysis.pval,speven.notes.analysis.LSD.F.p,speven.units,percent_native.con.mean,percent_native.con.SD,percent_native.con.letter,percent_native.con.N,percent_native.trt.mean,percent_native.trt.SD,percent_native.trt.letter,percent_native.trt.N,percent_native.analysis.Fval,percent_native.analysis.pval,percent_native.notes.analysis.LSD.F.p,percent_native.units,percent_annual.con.mean,percent_annual.con.SD,percent_annual.con.letter,percent_annual.con.N,percent_annual.trt.mean,percent_annual.trt.SD,percent_annual.trt.letter,percent_annual.trt.N,percent_annual.analysis.Fval,percent_annual.analysis.pval,percent_annual.notes.analysis.LSD.F.p,percent_annual.units,percent_grass.con.mean,percent_grass.con.SD,percent_grass.con.letter,percent_grass.con.N,percent_grass.trt.mean,percent_grass.trt.SD,percent_grass.trt.letter,percent_grass.trt.N,percent_grass.analysis.Fval,percent_grass.analysis.pval,percent_grass.notes.analysis.LSD.F.p,percent_grass.units,plantN.con.mean,plantN.con.SD,plantN.con.letter,plantN.con.N,plantN.trt.mean,plantN.trt.SD,plantN.trt.letter,plantN.trt.N,plantN.trt.minus.con.paired.mean,plantN.trt.minus.con.paired.SD,plantN.trt.minus.con.paired.N,plantN.reported.comp.sig,plantN.comp.pval,plantN.LSD,plantN.analysis.Fval,plantN.analysis.pval,plantN.notes.analysis.LSD.F.p,plantN.units,runoffamount.con.mean,runoffamount.con.SD,runoffamount.con.letter,runoffamount.con.N,runoffamount.trt.mean,runoffamount.trt.SD,runoffamount.trt.letter,runoffamount.trt.N,runoffamount.comp.pval,runoffamount.LSD,runoffamount.SED,runoffamount.analysis.pval,runoffamount.notes.analysis.LSD.F.p,runoffamount.units,runoffN.con.mean,runoffN.con.SD,runoffN.con.letter,runoffN.con.N,runoffN.trt.mean,runoffN.trt.SD,runoffN.trt.letter,runoffN.trt.N,runoffN.comp.pval,runoffN.LSD,runoffN.SED,runoffN.analysis.pval,runoffN.notes.analysis.LSD.F.p,runoffN.units,runoffP.con.mean,runoffP.con.SD,runoffP.con.letter,runoffP.con.N,runoffP.trt.mean,runoffP.trt.SD,runoffP.trt.letter,runoffP.trt.N,runoffP.LSD,runoffP.SED,runoffP.analysis.pval,runoffP.notes.analysis.LSD.F.p,runoffP.units,plantPb.con.mean,plantPb.con.SD,plantPb.con.letter,plantPb.con.N,plantPb.trt.mean,plantPb.trt.SD,plantPb.trt.letter,plantPb.trt.N,plantPb.LSD,plantPb.analysis.Fval,plantPb.analysis.pval,plantPb.notes.analysis.LSD.F.p,plantPb.units,soilWHC.con.mean,soilWHC.con.SD,soilWHC.con.letter,soilWHC.con.N,soilWHC.trt.mean,soilWHC.trt.SD,soilWHC.trt.letter,soilWHC.trt.N,soilWHC.analysis.Fval,soilWHC.analysis.pval,soilWHC.notes.analysis.LSD.F.p,soilWHC.units,soilCO2.con.mean,soilCO2.con.SD,soilCO2.con.letter,soilCO2.con.N,soilCO2.trt.mean,soilCO2.trt.SD,soilCO2.trt.letter,soilCO2.trt.N,soilCO2.trt.minus.con.paired.mean,soilCO2.trt.minus.con.paired.SD,soilCO2.trt.minus.con.paired.N,soilCO2.reported.comp.sig,soilCO2.units,soilN2O.con.mean,soilN2O.con.SD,soilN2O.con.letter,soilN2O.con.N,soilN2O.trt.mean,soilN2O.trt.SD,soilN2O.trt.letter,soilN2O.trt.N,soilN2O.comp.pval,soilN2O.units,soilCH4.con.mean,soilCH4.con.SD,soilCH4.con.letter,soilCH4.con.N,soilCH4.trt.mean,soilCH4.trt.SD,soilCH4.trt.letter,soilCH4.trt.N,soilCH4.comp.pval,soilCH4.units
701,HANKE,Hankeetal2015,10/15/2007,10/15/2009,NA,51.88,no,manure,manure.solid,NA,10.4,NA,278.41,NA,26.76,NA,3.568,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,93,93,16.4,16.4,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrubland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.23,1.47,,10,25.36,13.86,,10,,,,,p < 0.001,,,,,% total vegetation cover  (NOT ANPP),cover,9.84,3.39,,10,11.71,4.59,,10,,p > 0.05,,,,,# species / 10m x 10m plot,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,2.51,,10,3.44,6.84,,10,,,,% of total cover made up of annuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,HANKE,Hankeetal2015,10/15/2007,10/15/2010,NA,51.88,no,manure,manure.solid,NA,10.4,NA,278.41,NA,26.76,NA,3.568,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,93,93,16.4,16.4,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrubland,none,no,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,1.63,,10,6.6,3.42,,10,,,,,0.01 < p < 0.05,,,,,% total vegetation cover  (NOT ANPP),cover,7.6,2.84,,10,10.6,4.26,,10,,p < 0.05,,,,,# species / 10m x 10m plot,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,10,0.18,1.75,,10,,,,% of total cover made up of annuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,HANKE,Hankeetal2011,10/15/2007,9/1/2008,NA,51.88,no,manure,manure.solid,NA,10.4,NA,278.41,NA,26.76,NA,3.568,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,93,93,16.4,16.4,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrubland,none,no,yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,1.13,,10,4.4,2.5,,10,p > 0.05,,,,,Volumetric water content (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,HANKE,Hankeetal2011,10/15/2007,9/17/2008,NA,51.88,no,manure,manure.solid,NA,10.4,NA,278.41,NA,26.76,NA,3.568,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,93,93,16.4,16.4,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrubland,none,no,yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353,,,5,0.488,,,5,0.01 < p < 0.05,,,,,Relative treatment main effects on soil water potential over 17 days after a rainfall event of 5.2 mm at soil depths of 5 and 10 cm derived from nonparametric repeated measures analyses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,POLO,Jorge-Mardomingoetal2013,5/6/2010,5/26/2010,160,160,yes,compost,compost.municipal.solid.waste,10.2,10.2,195.3,195.3,19.1,19.1,NA,1.822,NA,0.294,NA,1.183,3.7,3.7,NA,1.937,4.7,4.7,5.1,5.1,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,10.54,2.11,,3,23.42,7.01,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.26,a,3,5.01,1.29,ab,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,516.64,91.31,a,3,999.01,228.28,b,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,POLO,Jorge-Mardomingoetal2013,5/6/2010,5/26/2010,160,160,yes,biosolids,biosolids.aerobically.digested,8.2,8.2,344.9,344.9,42,42,NA,1.657,NA,0.00152,NA,3.843,7.4,7.4,NA,2.06,5.4,5.4,4,4,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,10.54,2.11,,3,27.47,8.79,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.26,a,3,23.9,5.32,c,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,516.64,91.31,a,3,632.62,191.75,ab,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,POLO,Jorge-Mardomingoetal2013,5/6/2010,5/26/2010,160,160,yes,biosolids,biosolids.anaerobically.digested,5.4,5.4,249.9,249.9,46,46,NA,7.216,NA,0.065,NA,7.946,15.3,15.3,NA,1.68,4.4,4.4,6.18,6.18,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,10.54,2.11,,3,26.9,5.72,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.26,a,3,9.22,1.37,b,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,516.64,91.31,a,3,511.37,109.57,a,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,POLO,Jorge-Mardomingoetal2013,5/6/2010,8/7/2010,160,160,yes,compost,compost.municipal.solid.waste,10.2,10.2,195.3,195.3,19.1,19.1,NA,1.822,NA,0.294,NA,1.183,3.7,3.7,NA,1.937,4.7,4.7,5.1,5.1,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,12.28,1.14,,3,30.02,0.5,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.17,a,3,5.21,1.29,c,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,392.75,13.7,a,3,1373.31,13.7,c,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,POLO,Jorge-Mardomingoetal2013,5/6/2010,8/7/2010,160,160,yes,biosolids,biosolids.aerobically.digested,8.2,8.2,344.9,344.9,42,42,NA,1.657,NA,0.00152,NA,3.843,7.4,7.4,NA,2.06,5.4,5.4,4,4,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,12.28,1.14,,3,14.43,3.97,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.17,a,3,3.72,0.86,bc,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,392.75,13.7,a,3,434.93,73.05,ab,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,POLO,Jorge-Mardomingoetal2013,5/6/2010,8/7/2010,160,160,yes,biosolids,biosolids.anaerobically.digested,5.4,5.4,249.9,249.9,46,46,NA,7.216,NA,0.065,NA,7.946,15.3,15.3,NA,1.68,4.4,4.4,6.18,6.18,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,12.28,1.14,,3,21.63,0.47,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.17,a,3,2.03,0.26,ab,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,392.75,13.7,a,3,548.27,18.26,b,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,POLO,Jorge-Mardomingoetal2013,5/6/2010,11/7/2010,160,160,yes,compost,compost.municipal.solid.waste,10.2,10.2,195.3,195.3,19.1,19.1,NA,1.822,NA,0.294,NA,1.183,3.7,3.7,NA,1.937,4.7,4.7,5.1,5.1,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,11.99,1.23,,3,22.88,3.22,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.26,a,3,4.07,0.26,c,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,661.61,13.7,c,3,880.4,9.13,d,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,POLO,Jorge-Mardomingoetal2013,5/6/2010,11/7/2010,160,160,yes,biosolids,biosolids.aerobically.digested,8.2,8.2,344.9,344.9,42,42,NA,1.657,NA,0.00152,NA,3.843,7.4,7.4,NA,2.06,5.4,5.4,4,4,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,11.99,1.23,,3,17.81,2.56,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.26,a,3,2.88,0.43,b,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,661.61,13.7,c,3,311.04,22.83,a,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,POLO,Jorge-Mardomingoetal2013,5/6/2010,11/7/2010,160,160,yes,biosolids,biosolids.anaerobically.digested,5.4,5.4,249.9,249.9,46,46,NA,7.216,NA,0.065,NA,7.946,15.3,15.3,NA,1.68,4.4,4.4,6.18,6.18,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,11.99,1.23,,3,21.91,2.27,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.26,a,3,4.02,0.17,c,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,661.61,13.7,c,3,582.54,9.13,b,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,POLO,Jorge-Mardomingoetal2013,5/6/2010,2/4/2011,160,160,yes,compost,compost.municipal.solid.waste,10.2,10.2,195.3,195.3,19.1,19.1,NA,1.822,NA,0.294,NA,1.183,3.7,3.7,NA,1.937,4.7,4.7,5.1,5.1,,,,430,430,19,19,med,13.08,1.4,0.0256,NA,8.3,31.4,41.3,27.3,NA,shrubland,none,no,unknown,15,7.82,0.61,,3,26.5,4.52,,3,,,,,,,,,,g / kg (estimated from MBC and MBC/TOC data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.34,a,3,2.88,0.43,c,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",ug O2 consumed / g soil / h,687.97,22.83,b,3,1138.71,105.01,c,3,,,,p < 0.001,"Main effect of amendment type in analysis including amendment type, sampling season, and their interaction",mg C / kg soil,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
